movie_id,user_id,actual,predict
6631,1833615,2,2
6631,526538,1,1
6631,1213904,5,5
6631,2129910,4,4
6631,1580957,5,5
6631,827652,2,2
6631,312617,2,2
6631,849350,1,3
6631,1650679,1,1
6631,543163,3,3
6631,1824811,2,2
6631,1947427,5,5
6631,365735,3,3
6631,600503,4,4
6631,1124966,3,2
6631,1605116,3,3
6631,738393,4,4
6631,1701414,2,2
6631,266943,2,2
6631,715460,2,2
6631,370070,2,2
6631,932536,1,1
6631,1302020,3,3
6631,2164116,2,2
6631,782506,5,5
6631,609122,1,1
6631,1897494,1,1
6631,2480121,2,2
6631,463836,2,2
6631,1189972,4,4
6631,183066,4,4
6631,531361,5,5
6631,826065,3,3
6631,752795,2,2
6631,151732,4,4
6631,1114100,4,4
6631,1121329,4,4
6631,1771412,2,2
6631,226026,4,4
6631,1573680,3,3
6631,1900827,3,3
6631,1678834,4,4
6631,2031920,2,2
6631,610465,4,4
6631,360842,3,4
6683,1825869,3,3
6683,2402994,2,2
6683,151821,4,4
6683,936120,5,5
6683,940646,5,1
8006,634299,3,3
829,357360,4,4
829,347245,3,3
829,1869258,5,5
8467,2364885,3,3
8467,1933531,4,4
8467,686457,4,4
8467,350322,4,4
8467,1767981,3,3
8575,967926,1,1
8640,741336,5,5
8640,2321442,4,4
8640,1878523,5,5
8640,208336,4,4
919,2349053,3,3
919,1349974,5,5
919,2104061,2,2
919,1777540,4,4
919,2395854,3,3
919,2605833,4,4
919,1250000,3,3
919,649317,4,1
919,378089,5,5
9371,2482398,5,5
9877,2295688,3,3
9882,804617,4,4
9882,2580283,4,4
9882,153017,5,5
9882,596474,3,3
9882,978813,5,5
9882,274543,5,5
9882,844839,4,4
9882,888380,4,4
9882,461990,3,3
9882,680045,3,5
9882,2355612,5,5
9882,756852,5,5
9882,475368,3,3
9882,2388597,5,5
9882,1156041,4,4
9882,1994301,4,4
9882,454747,5,5
9882,2546335,3,3
9882,140034,4,4
RMSE= 0.47550282983,,,
