movie_id,user_id
10080,1910236
10080,2578767
10080,1199710
10080,703315
10080,687750
10080,2036717
10080,914140
10080,1256069
10080,1821640
10080,1285256
10080,7196
10080,58457
10080,1392699
10080,57251
10080,2452067
10080,2643449
10080,1068610
10080,840520
10080,1085087
10080,937100
10080,1262983
10080,359127
10080,301168
10080,1005654
10080,1196955
10080,260341
10080,2404428
10080,2232059
10080,1043804
10080,685614
10080,657748
10080,960862
10080,1733608
10080,1335057
10080,1744593
10080,1132423
10080,477249
10080,445105
10080,2286662
10080,736810
10080,127849
10080,799907
10080,2136561
10080,2348911
10080,2182012
10080,273060
10080,2352346
10080,2041154
10080,1815080
10080,313158
10080,577593
10080,203132
10080,985268
10080,1371108
10080,1974927
10080,1271531
10080,2099056
10080,78102
10080,804414
10080,795052
10080,582582
10080,1565755
10080,2109088
10080,905704
10080,1285332
10080,603882
10080,1591087
10080,2354900
10080,2194328
10080,2348796
10080,1614968
10080,134372
10080,1152684
10080,1638217
10080,1568512
10080,1857797
10080,1687882
10080,488012
10080,1904049
10080,980778
10080,838120
10080,2327294
10080,1343081
10080,2084543
10080,2391342
10080,2430758
10080,1276931
10080,1643330
10080,2069744
10080,2537515
10080,1857316
10080,1391721
10080,989958
10080,102099
10080,1424084
10080,971527
10080,1679254
10080,86374
10080,2195212
10080,1509273
10080,795341
10080,1534211
10080,2456061
10080,351197
10080,1865887
10080,2440658
10080,1594836
10080,1697410
10080,350471
10080,1603797
10080,544859
10080,141132
10080,2124286
10080,1203120
10080,842037
10080,1270371
10080,2031456
10080,1658459
10080,958305
10080,1020485
10080,811227
10080,2534009
10080,2386652
10080,1449717
10080,606823
10080,943806
10080,293549
10080,2422301
10080,2194547
10080,1589903
10080,1496400
10080,2610150
10080,1508393
10080,1207818
10080,1719750
10080,2490960
10080,666706
10080,1863197
10080,2351833
10080,1739839
10080,2385925
10080,1032306
10080,386625
10080,1232574
10080,42325
10080,294151
10080,1500288
10080,354877
10080,2167513
10080,1648844
10080,136323
10080,2601021
10080,2413119
10080,331486
10080,465831
10080,1081758
10080,324862
10080,965846
10080,217756
10080,324675
10080,167563
10080,1352845
10080,1346104
10080,25690
10080,1206213
10080,979890
10080,2555680
10080,1599414
10080,453185
10080,1134674
10080,1499567
10080,754358
10080,1230136
10080,1395053
10080,2368485
10080,91433
10080,328150
10080,905083
10080,144078
10080,1498900
10080,1948678
10080,873531
10080,845731
10080,2429251
10080,2229399
10080,988636
10080,2548806
10080,567680
10080,2117743
10080,655399
10080,182008
10080,1159796
10080,2338492
10080,448722
10080,1777316
10080,891575
10080,645938
10080,2088703
10080,2512596
10080,149761
10080,514199
10080,93293
10080,1504049
10080,2501580
10080,1487263
10080,779209
10080,2374401
10080,1850062
10080,612129
10080,24526
10080,2593012
10080,2600224
10080,1736708
10080,1589193
10080,565431
10080,1791072
10080,742032
10080,1190047
10080,1460899
10080,1466405
10080,814123
10080,2567055
10080,1865133
10080,147089
10080,675674
10080,798509
10080,833881
10080,267308
10080,1303816
10080,1702903
10080,1452696
10080,1745159
10080,582910
10080,1495127
10080,68925
10080,1687303
10080,146187
10080,133941
10080,600245
10080,1690981
10080,1292952
10080,2596463
10080,2241042
10080,1634992
10080,1828616
10080,514472
10080,2581018
10080,1736306
10080,828399
10080,44140
10080,413837
10080,1250611
10080,2549614
10080,2646207
10080,390307
10080,2535616
10080,2390023
10080,270850
10080,1062836
10080,439139
10080,124793
10080,128040
10080,1062444
10080,390761
10080,2553859
10080,1152060
10080,1819769
10080,1885881
10080,1378458
10080,2463138
10080,2182599
10080,2391923
10080,795340
10080,858764
10080,1573067
10080,805922
10080,13934
10080,579577
10080,22642
10080,587113
10080,1753328
10080,681719
10080,2296857
10080,2586325
10080,403539
10080,425395
10080,818782
10080,5498
10080,2285841
10080,783280
10080,2128216
10080,119440
10080,1370190
10080,93660
10080,585993
10080,115271
10080,502491
10080,1559585
10080,220842
10080,2534614
10080,843821
10080,2153809
10080,233335
10080,76374
10080,1904770
10080,297262
10080,1684116
10080,295898
10080,1612900
10080,88800
10080,282186
10080,564026
10080,1801429
10080,1007980
10080,2017203
10080,1235209
10080,554061
10080,490381
10080,499406
10080,1262767
10080,378376
10080,2413845
10080,2241897
10080,2343134
10080,605177
10080,1782958
10080,1985490
10080,1955072
10080,1497723
10080,1594939
10080,2486013
10080,2335220
10080,2584778
10080,738554
10080,93893
10080,1488301
10080,1320066
10080,72567
10080,2189707
10080,157583
10080,2549055
10080,1467395
10080,487574
10080,1663900
10080,927137
10080,2557756
10080,1371089
10080,1589316
10080,2311790
10080,974062
10080,405349
10080,2043235
10080,2603179
10080,2098283
10080,1552299
10080,1709049
10080,833659
10080,1350435
10080,2438325
10080,251003
10080,238892
10080,2137708
10080,2197594
10080,1843048
10080,1228106
10080,608039
10080,916397
10080,2260135
10080,168095
10080,1093107
10080,1009771
10080,387521
10080,2210870
10080,52990
10080,1141443
10080,2011130
10080,302962
10080,2324212
10080,1200269
10080,1113064
10080,1915141
10080,697854
10080,1065047
10080,138649
10080,316421
10080,493307
10080,787834
10080,2270493
10080,1450536
10080,1894020
10080,2228121
10080,1548770
10080,1364557
10080,410547
10080,216248
10080,559273
10080,2248612
10080,2061081
10080,431416
10080,36003
10080,171329
10080,1460183
10080,1109253
10080,1261105
10080,1839465
10080,197698
10080,1886953
10080,1206022
10080,688543
10080,849689
10080,968326
10080,2103624
10080,1089983
10080,1300432
10080,446682
10080,524580
10080,1449174
10080,2102546
10080,428958
10080,1484757
10080,384158
10080,685823
10080,2185946
10080,20549
10080,1939409
10080,1610030
10080,935082
10080,2468532
10080,1205022
10080,1829072
10152,1436244
10152,1696734
10152,1607542
10152,228118
10152,1155251
10152,1211197
10152,1427500
10152,2605003
10152,2479793
10152,401931
10152,1150425
10152,1310231
10152,1025223
10152,2046530
10152,266192
10152,2165042
10152,941442
10152,759087
10152,723108
10152,1293233
10152,1251065
10152,1286550
10152,2235206
10152,2608072
10152,1135980
10152,1781982
10152,1766838
10152,2549079
10152,819904
10152,1462927
10152,1512711
10152,1337731
10152,2425364
10152,1846783
10152,1014703
10152,968602
10152,1569218
10152,38399
10152,1062707
10152,289523
10152,187512
10152,2093862
10152,2529839
10152,930552
10152,122223
10152,1312055
10152,1494000
10152,2403043
10152,235727
10152,1995906
10152,1808190
10152,1549355
10152,2584793
10152,2049613
10152,1351564
10152,2097983
10152,1907573
10152,129054
10152,1734363
10152,2357970
10152,584967
10152,1745057
10152,680554
10152,1575191
10152,108667
10152,1603965
10152,2179371
10152,1790410
10152,2381822
10152,1876563
10152,1971505
10152,1480219
10152,925038
10152,977820
10152,1883307
10152,1179725
10152,2157897
10152,1392847
10152,1774562
10152,2202698
10152,572591
10152,477115
10152,62874
10152,2510298
10152,209573
10152,2373873
10152,1520304
10152,792411
10152,1223905
10152,932789
10152,942322
10152,1624847
10152,232287
10152,1861248
10152,1157182
10152,96449
10152,844023
10152,1032951
10152,893206
10152,2024344
10152,2069007
10152,305895
10152,64990
10152,1573863
10152,2067003
10152,1882989
10152,505251
10152,1136263
10152,1386910
10152,253932
10152,386878
10152,524702
10152,1682831
10152,92195
10152,501105
10152,1830190
10152,663471
10152,846994
10152,2120373
10152,2371667
10152,1552059
10152,2061643
10152,2649388
10152,101447
10152,1702220
10152,68617
10152,1394375
10152,1134154
10152,800355
10152,2563768
10152,69644
10152,1145606
10152,1934271
10152,879382
10152,246714
10152,1341358
10152,2590604
10152,560490
10152,132137
10152,509180
10152,448744
10152,909688
10152,2152290
10152,1808776
10152,489830
10152,513971
10152,1357138
10152,1545082
10152,411556
10152,180399
10152,1097621
10152,2419885
10152,18376
10152,1917699
10152,209886
10152,1368060
10152,608300
10152,721220
10152,2269973
10152,1056356
10152,1817706
10152,151947
10152,139303
10152,663848
10152,2645201
10152,2322058
10152,1762651
10152,655399
10152,1854102
10152,1972185
10152,1384461
10152,774855
10152,198489
10152,1342285
10152,547256
10152,874400
10152,1279905
10152,2402847
10152,1608540
10152,13969
10152,2178953
10152,1587269
10152,2526931
10152,351002
10152,2628374
10152,1878190
10152,2625506
10152,210497
10152,1995242
10152,210453
10152,781582
10152,1414221
10152,2167387
10152,1040739
10152,1701171
10152,82659
10152,1753287
10152,607093
10152,1662131
10152,2221533
10152,2287896
10152,1092898
10152,2365188
10152,496016
10152,1634512
10152,1769638
10152,687178
10152,1921316
10152,415530
10152,2089988
10152,1362341
10152,2397915
10152,2438132
10152,1615998
10152,571221
10152,2417485
10152,257242
10152,2229348
10152,1421657
10152,746973
10152,2092557
10152,1137408
10152,78373
10152,1578405
10152,2303820
10152,1511568
10152,347558
10152,2576063
10152,1127800
10152,420765
10152,1085779
10152,586017
10152,75296
10152,2252810
10152,1171321
10152,1029722
10152,650350
10152,1987254
10152,2629166
10152,872645
10152,1702973
10152,2485319
10152,519547
10152,181451
10152,2164271
10152,789149
10152,575411
10152,2546815
10152,840853
10152,75436
10152,2118965
10152,224637
10152,1378119
10152,2066845
10152,2144572
10152,1322572
10152,213734
10152,2558345
10152,725469
10152,2272979
10152,984864
10152,2455326
10162,1530644
10162,564138
10162,2064763
10162,476120
10162,1943512
10162,1122897
10162,1380665
10162,897496
10162,1916244
10162,1229795
10162,830189
10162,1457870
10162,232719
10162,2374613
10162,1535959
10162,1688477
10162,802513
10162,2572236
10162,201798
10162,1561999
10162,1062707
10162,1981223
10162,1130533
10162,1796246
10162,1532475
10162,207150
10162,2562295
10162,198609
10162,2329593
10162,2553254
10162,2111373
10162,2013204
10162,1259115
10162,2060176
10162,2317874
10162,2492282
10162,2366939
10162,1965691
10162,1521657
10162,1131878
10162,1995006
10162,1953459
10162,1470036
10162,2648609
10162,1657842
10162,1918304
10162,968885
10162,1666386
10162,914078
10162,1493728
10162,344174
10162,518154
10162,1796175
10162,1748546
10162,2408213
10162,1905830
10162,1265624
10162,57913
10162,877605
10162,405978
10162,1372018
10162,739744
10162,812757
10162,86145
10162,1302747
10162,1430603
10162,373595
10162,1213878
10162,1360742
10162,1757132
10162,2469059
10162,321093
10162,1146664
10162,884983
10162,1797921
10162,871546
10162,2148414
10162,1120104
10162,2157145
10162,1106447
10162,774302
10162,2102198
10162,61189
10162,1628219
10162,1203360
10162,619792
10162,708895
10162,627879
10162,820587
10162,859095
10162,668493
10162,2179183
10162,324550
10162,263222
10162,422459
10162,734090
10162,198459
10162,982694
10162,1597348
10162,983944
10162,2089263
10162,1988587
10162,742696
10162,2321890
10162,1859749
10162,2173286
10162,276144
10162,998373
10162,2275906
10162,2496796
10162,1218850
10162,1537967
10162,2622943
10162,2457110
10162,1211638
10162,972715
10162,2366010
10162,962325
10162,1929568
10162,1256697
10162,1967396
10162,2110627
10162,2022983
10162,593743
10162,1397673
10162,939516
10162,2277646
10162,2175815
10162,762761
10162,1232454
10162,2325595
10162,2336656
10162,145020
10162,2028539
10162,384013
10162,1286746
10162,1457
10162,1789077
10162,650481
10162,64200
10162,551048
10162,1056524
10162,298679
10162,287306
10162,2251362
10162,236642
10162,1321690
10162,1494115
10162,150245
10162,1853711
10162,31823
10162,1841716
10162,845528
10162,1794701
10162,2557454
10162,2293344
10162,427350
10162,2548776
10162,1837378
10162,661459
10162,2344785
10162,832362
10162,591471
10162,1125340
10162,1400220
1040,2641886
1040,2266083
1040,418164
1040,2263752
1040,1778026
1040,1023527
1040,1641324
1040,2020922
1040,1735438
1040,773432
1040,223023
1040,152007
1040,2257739
1040,2531080
1040,612057
1040,758324
1040,2587940
1040,7864
10486,1155253
10486,1698546
10486,1923814
10486,2611240
10486,1375272
10486,2352536
10486,242686
10486,638978
10486,697835
10486,1314979
10486,1413347
10486,2287739
10486,115821
10486,1674428
10486,1955796
10486,2345385
10486,2140376
10486,1984318
10486,1504595
10636,2558262
10636,1157883
10636,762612
10636,830861
10636,623593
10636,419465
10636,1096005
10636,1097620
10636,335033
10636,6586
10636,1749104
10636,1657490
10636,2535541
10636,1776016
10671,2331878
10671,2499020
10671,2012053
10671,416892
10671,139188
10671,317197
10712,335531
10712,2353806
10712,2224199
10712,2402629
10712,164662
10712,754822
10712,270582
10712,2039316
10712,2571332
10712,482999
10712,1521243
10712,1229674
10712,2621071
10712,1884926
10712,2396611
10712,391820
10712,2049584
10712,1447841
10712,46105
10712,360642
10712,2209521
10712,827525
10712,1903696
10712,2070734
10712,2319130
10712,1527008
10712,2352586
10724,838130
10724,434878
10724,801749
10724,1469884
10724,1034009
10724,2642544
10724,873684
10724,183521
10724,1689156
10724,861532
10724,1509113
10724,1676458
10724,997924
10724,1811650
10724,2228261
10724,1662652
10724,2598477
10724,1000634
10724,2057718
10724,1354156
10724,2364408
10737,1074143
10737,913751
10737,99375
10737,866350
10737,2648178
10737,1768347
10737,1703355
10737,1098904
10737,346500
10811,828567
10811,312153
10811,785031
10811,2280119
10811,2369815
10811,1215787
10811,2083745
10811,1276297
10811,1583013
10811,2393056
11029,221371
11029,1440262
11029,670126
11029,315652
11029,1531528
11029,2235896
11029,258337
11029,897230
11029,1223470
11029,2431028
11029,1687466
11029,1545598
11029,1152971
11029,2592148
11029,339324
11029,63214
11029,130969
11029,1464343
11029,329936
11029,1523046
11029,2604729
11029,1241174
11029,1992139
11029,2501223
11029,1685922
111,1943087
111,886563
111,1505609
111,806850
111,477274
111,1581286
111,1479419
111,2001983
111,2066890
111,1429041
111,1622268
111,2633404
111,1785823
111,1581518
111,1208136
111,1154139
111,928932
111,1948337
111,2175278
111,1943271
111,1308092
111,1743518
111,2550482
111,2485670
111,2326089
111,1767934
111,1773296
111,419321
111,1203857
111,2541058
111,1424046
111,1240206
111,1222208
111,1750069
111,28428
111,761643
111,211179
111,2551907
111,1668815
111,1613017
111,933818
111,1765185
111,996731
111,1289710
111,2574204
111,2597274
111,1356908
111,813811
111,2114476
111,1867419
111,1225676
111,2502641
111,2149248
111,1758651
111,1708281
111,2638724
111,1092446
111,2258104
111,776908
111,1586607
111,1232018
111,1712043
111,263045
111,245905
111,1995415
111,1784688
111,1721509
111,1824145
111,2135476
111,1127288
111,424934
111,2094631
111,725158
111,31301
111,766877
111,2215871
111,1826170
111,650953
111,1316612
111,2009405
111,639848
111,1175365
111,1970207
111,1566443
111,1580668
111,539037
111,194062
111,1185524
111,1193162
111,2174630
111,2321001
111,1215759
111,2176763
111,1143482
111,1055859
111,1246904
111,1453551
111,153539
111,1463088
111,1607806
111,2407497
111,862931
111,2201699
111,1996293
111,1357881
111,1340938
111,2549357
111,567943
111,814131
111,1339363
111,2481306
111,132745
111,1941672
111,2184905
111,2570628
111,1134894
111,1971994
111,2334178
111,707064
111,356652
111,328963
111,1173784
111,2003573
111,2534089
111,2401774
111,2358056
111,902498
111,1486094
111,408782
111,629643
111,858799
111,766949
111,1321558
111,2299267
111,519878
111,118115
111,2091848
111,1326657
111,53887
111,2099954
111,1993124
111,539643
111,1706152
111,2044923
111,6847
111,2234779
111,1318826
111,1963126
111,7940
111,309205
111,849176
111,493923
111,2596612
111,2009679
111,1242093
111,2609840
111,920195
111,702647
111,1579211
111,618602
111,2308597
111,2481958
111,2085615
111,1585758
111,532158
111,977653
111,2517194
111,1053886
111,906714
111,1941508
111,1320479
111,184385
111,1494913
111,1949341
111,2195642
111,1258178
111,1223263
111,988849
111,2106345
111,1143631
111,2324383
111,1244141
111,121860
111,1321501
111,32778
111,585044
111,181377
111,286174
111,231283
111,514148
111,2513046
111,934874
111,389292
111,193047
111,1922194
111,307818
111,337431
111,1507451
111,774593
111,1320693
111,2000737
111,1829198
111,688440
111,1051605
111,359841
111,2156465
111,1487733
111,821289
111,238986
111,320314
111,2281515
111,1079410
111,1193897
111,1205005
111,743598
111,2032486
111,1993733
111,1347835
111,889655
111,1119568
111,1076967
111,326054
111,1240046
111,492663
111,1081261
111,1290974
111,959896
111,352423
111,42899
111,685176
111,1212850
111,1323264
111,1407450
111,1494528
111,1883050
111,1454801
111,2602775
111,2045002
111,634799
111,275136
111,2430883
111,754620
111,948020
111,672009
111,83100
111,2520417
111,312404
111,351406
111,1930445
111,1181631
111,2291886
111,2195651
111,940390
111,399088
111,1666717
111,1666677
111,243234
111,2015875
111,1244237
111,1451270
111,865083
111,591482
111,23042
111,197310
111,811255
111,2432389
111,1664638
111,1277788
111,1763061
111,7869
111,1101215
111,2396473
111,595252
111,1391141
111,331349
111,2142406
111,2347570
111,664768
111,1639151
111,95901
111,1780647
111,1651588
111,1253614
111,2534334
111,769505
111,303657
111,961513
111,503784
111,256449
111,2632267
111,1126484
111,18830
111,506542
111,627334
111,2485957
111,638311
111,938983
111,1328384
111,284504
111,2049972
111,1099006
111,1689502
111,1747397
111,2555171
111,300388
111,2046633
111,2359010
111,1962445
111,2084338
111,2361536
111,743933
111,1673884
111,343467
111,353830
111,2483041
111,610917
111,2534061
111,118390
111,916290
111,157931
111,146347
111,1826523
111,1897422
111,1019798
111,2016602
111,359663
111,879353
111,683838
111,741853
111,1477584
111,295119
111,591028
111,266549
111,866294
111,772824
111,2122092
111,1464693
111,1100494
111,1180728
111,2454515
111,1675052
111,1730964
111,2447580
111,1415559
111,858941
111,864702
111,2497822
111,1523225
111,484352
111,534097
111,1439806
111,2386883
111,510144
111,2152348
111,2611386
111,1401168
111,2246872
111,1045469
111,1859026
111,420076
111,1596145
111,1979358
111,960791
111,637202
111,2270159
111,932494
111,49160
111,2499453
111,664385
111,492395
111,1781007
111,964436
111,416
111,245382
111,2550355
111,790477
111,2454325
111,2075758
111,1298806
111,1848380
111,362079
111,1101754
111,1607983
111,718595
111,441759
111,209486
111,2176474
111,241920
111,1601408
111,776836
111,2271703
111,2399183
111,2527994
111,1382837
111,1375330
111,1812536
111,2564738
111,1361280
111,2538689
111,1730732
111,1914140
111,1634917
111,494756
111,1263356
111,792339
111,2487313
111,1922918
111,2270822
111,809849
111,2029744
111,894004
111,710041
111,168842
111,214140
111,1602244
111,2040119
111,719170
111,401277
111,1683821
111,772605
111,726271
111,1347944
111,2005186
111,2460580
111,1442396
111,28443
111,1006400
111,53213
111,879453
111,1275411
111,2033538
111,111130
111,47150
111,2466897
111,1627942
111,1219122
111,2344984
111,38383
111,134877
111,1695227
111,751579
111,1407758
111,307437
111,2602433
111,1489501
111,607225
111,1761886
111,1998981
111,627356
111,2244124
111,913259
111,1395874
111,657927
111,209842
111,88801
111,959785
111,257155
111,1642820
111,1764771
111,1419505
111,2240378
111,1778069
111,1416044
111,701831
111,1508262
111,2412372
111,638314
111,515403
111,1974394
111,1742510
111,2133318
111,816240
111,2277018
111,1644048
111,2454517
111,2032731
111,262750
111,651775
111,881183
111,1874141
111,1666261
111,2136983
111,2265948
111,2142991
111,774269
111,428788
111,525269
111,860653
111,2070706
111,1069914
111,1737219
111,1903623
111,1763617
111,2072651
111,627568
111,2245413
111,461357
111,2379249
111,2148963
111,28572
111,1938895
111,2540338
111,1611053
111,2485361
111,1152933
111,2316914
111,632642
111,1993472
111,626511
111,1376746
111,1300228
111,1024449
111,1177686
111,1401255
111,446593
111,2440422
111,1523066
111,2102811
111,76801
111,1694066
111,1727050
111,660834
111,419975
111,996428
111,823285
111,1948729
111,1588792
111,619865
111,2035699
111,1136288
111,42092
111,284823
111,1636956
111,554062
111,1310374
111,1190716
111,1801014
111,1052076
111,2268177
111,1249467
111,2050036
111,1302090
111,1675197
111,2278225
111,34154
111,1873247
111,1040624
111,1057947
111,1734689
111,151032
111,1006160
111,2640922
111,594586
111,1853621
111,1675544
111,1526385
111,2101958
111,1404511
111,85290
111,95762
111,1062727
111,1851931
111,1270541
111,102442
111,2002709
111,1112379
111,1827019
111,933623
111,216291
111,1126384
111,368122
111,713237
111,2518149
111,2187771
111,157538
111,365213
111,2318882
111,2094369
111,458108
111,1874076
111,2215278
111,1527073
111,2562516
111,580707
111,2151468
111,235891
11654,1830982
11654,1689319
11654,2321370
11654,1266530
11654,705682
11654,448466
11654,311898
11654,2034651
11654,1433718
11654,736329
11654,108609
11654,2191100
11654,1150203
11654,1692014
11654,1807122
11654,563334
11654,589025
11654,152055
11654,1469462
11654,2189074
11654,2087484
11654,1800569
11654,1991151
11654,2172336
11654,2578458
11654,2434028
11654,2371274
11654,679761
11654,1963167
11654,2341724
11654,111018
11654,2574568
11654,763418
11654,567892
11654,1896148
11654,1738052
11654,968600
11654,632495
11654,231134
11654,43470
11654,2111970
11654,2123226
11654,2103204
11654,680238
11654,1259390
11654,457177
11654,638767
11654,2503166
11654,1548623
11654,617401
11666,810822
11666,536964
11793,1409354
11793,1784174
11793,680361
11793,476411
11793,431845
11793,1834880
11793,695928
11793,1110726
1186,2141387
1186,635036
1186,2705
1186,1774385
1186,525302
1186,1510826
1186,1505182
1186,1767867
1186,457310
1186,2446448
1186,2324118
1186,474401
1186,1357279
1186,1361282
1186,2098449
1186,2354382
1186,956821
11879,2004700
11879,358313
11879,2530915
11889,1626515
11889,1337517
12075,1950307
12075,2482196
12075,957166
12075,1880115
12075,2531664
12075,333876
12075,1784174
12075,2121810
12075,2434388
12075,2071239
12075,985785
12075,704927
12075,1373784
12075,1163844
12075,1138691
12075,475327
12075,1943581
12075,258601
12075,1413987
12075,1995545
12075,2588492
12075,1561430
12075,1664245
12075,1551529
12075,1464617
12075,356768
12075,1463822
12075,1125152
12075,2522672
12075,584967
12075,690467
12075,565639
12075,1355668
12075,1647993
12075,595829
12075,1999753
12075,2247765
12075,186866
12075,422485
12075,2077130
12075,328713
12075,587955
12075,1142413
12075,1528452
12075,729038
12075,993164
12075,1767881
12075,1856588
12075,2608846
12075,319786
12075,2052253
12075,152305
12075,1989671
12075,1511155
12075,1732236
12075,1943190
12075,1874151
12075,1687129
12075,1580390
12075,1633756
12075,1967810
12075,1401803
12075,854770
12075,1366900
12075,727794
12075,836517
12075,300030
12075,1048612
12075,1860664
12075,1092236
12075,31014
12075,816037
12075,672489
12075,1612244
12075,2345522
12075,136287
12075,2141252
12075,2247008
12075,620566
12075,1334016
12075,20610
12075,918761
12075,1544785
12075,814070
12075,1116685
12075,333285
12075,1487145
12075,1508438
12075,13277
12075,1342438
12075,1258900
12075,834246
12075,1563631
12075,2438093
12075,2107566
12075,1168684
12075,1949480
12075,1226002
12075,169209
12075,502919
12075,216934
12180,71148
12180,513811
12180,340383
12180,2022728
12180,2191598
12180,1063243
12180,2255582
12608,1039055
12608,721379
12608,2492483
13019,2562801
13019,2482204
13019,1949067
13019,218699
13019,1009616
13019,734833
13019,752633
13019,648698
1303,190479
1303,239184
1303,544141
1303,700467
1303,2182629
1303,1361304
1303,660672
13168,400426
13168,1578429
13281,49949
13430,1155251
13430,1223622
13430,347555
13430,1801343
13430,1299727
13430,1433128
13457,1486225
13457,284080
13457,709222
13457,2377860
13457,2460569
13457,381678
13457,1044711
13457,2262104
13457,1833524
13457,1485776
13457,359820
13502,855384
13502,1597177
13502,2515681
13502,1653066
13502,877970
13502,2253748
13502,2174195
13502,392217
13502,476197
13502,260164
13502,132578
13502,21606
1415,1927143
1415,1615101
1415,2588629
1415,1924673
1415,2554912
1426,1500195
1426,2589398
1426,40097
1426,2539522
1426,794308
1426,2106757
1426,744083
1426,2393039
1426,2562526
1426,2230639
1426,414344
1426,2474136
1426,1400740
1426,2463999
1426,237980
1426,1087936
1426,874254
1426,996310
1426,2329752
1426,2451267
1426,1262145
1426,23416
1426,181682
1426,143383
1514,1733733
1514,49429
1514,2517390
1514,716874
1514,1500754
1514,1064701
1514,678804
1514,908897
1514,1559351
1514,315612
1514,669502
1514,2496561
1514,1149181
1514,660503
1514,1246254
1514,2110
1514,366888
1514,603349
1514,2492155
1514,73886
1514,1018618
1514,1525532
1514,2352251
1514,632250
1514,2497124
1514,2353898
1514,2577881
1514,913543
1514,2067462
1514,820175
1514,649971
1514,1231673
1514,2418151
1514,1222729
1514,2426498
1514,1394483
1514,244155
1514,467287
1660,807156
1660,1232133
1660,1523719
1660,2147650
1660,2116511
1660,2276312
1660,1308073
1660,1067594
1660,2614891
1660,911967
1660,1179782
1660,2361925
1660,2373517
1660,2263555
1660,367210
1660,1909865
1660,1991674
1660,2375044
1660,2335663
1660,1216291
1660,361375
1660,1685842
1660,1607527
1660,122666
1660,1869988
1660,31201
1660,1076747
1660,1469990
1660,1340151
1660,174426
1660,798346
1660,2557445
1660,1503362
1660,934712
1660,493308
1660,160446
1660,938424
1660,2105869
1660,1638299
1660,1992980
1660,164264
1660,264275
1660,2163527
1660,1893903
1660,1247559
1660,908298
1660,2388323
1660,2254326
1660,1305093
1660,476871
1660,2303193
1660,255615
1660,2364572
1660,760211
1660,481617
1660,734081
1660,1562454
1660,2414141
1660,1131028
1660,640147
1660,2089978
1660,2152971
1660,2472384
1660,1688306
1660,1681098
1660,1381698
1660,920273
1660,584938
1660,640588
1660,2096628
1660,918788
1660,646166
1660,2060682
1660,40924
1660,1886326
1660,1564031
1660,2216941
1660,1079060
1660,1496309
1660,2082415
1660,405238
1660,2575964
1660,752774
1660,2339424
1660,44787
1660,1676866
1660,1195931
1660,1889712
1660,230847
1660,1371003
1660,1720235
1660,127249
1660,1901854
1660,1225351
1660,2273700
1660,109241
1660,2470021
1660,421264
1660,1122380
1660,2151093
1660,2276851
1660,372833
1660,2049412
1660,1864663
1660,679947
1660,2435162
1660,2135752
1660,1336867
1660,2287071
1660,2264683
1665,1437310
1665,1110906
1665,1308582
1665,1707083
1665,2483054
