movie_id,user_id,actual_rate
10080,91871,5.0
10080,2582793,5.0
10080,1910236,4.0
10080,2578767,5.0
10080,1199710,4.0
10080,703315,5.0
10080,687750,5.0
10080,2036717,5.0
10080,914140,5.0
10080,1256069,5.0
10080,1821640,5.0
10080,1285256,5.0
10080,7196,4.0
10080,58457,3.0
10080,1392699,5.0
10080,57251,5.0
10080,2452067,5.0
10080,2643449,4.0
10080,1068610,3.0
10080,840520,4.0
10080,1085087,5.0
10080,937100,5.0
10080,1262983,5.0
10080,359127,5.0
10080,301168,5.0
10080,1005654,5.0
10080,1196955,4.0
10080,260341,5.0
10080,2404428,3.0
10080,2232059,5.0
10080,1043804,4.0
10080,685614,5.0
10080,657748,3.0
10080,960862,5.0
10080,1733608,5.0
10080,1335057,5.0
10080,1744593,5.0
10080,1132423,4.0
10080,477249,5.0
10080,445105,5.0
10080,2286662,5.0
10080,736810,5.0
10080,127849,3.0
10080,799907,5.0
10080,2136561,4.0
10080,2348911,5.0
10080,2182012,5.0
10080,273060,5.0
10080,2352346,4.0
10080,2041154,4.0
10080,1815080,5.0
10080,313158,5.0
10080,577593,4.0
10080,203132,5.0
10080,985268,4.0
10080,1371108,5.0
10080,1974927,4.0
10080,1271531,4.0
10080,2099056,4.0
10080,78102,5.0
10080,804414,5.0
10080,795052,5.0
10080,582582,5.0
10080,1565755,3.0
10080,2109088,3.0
10080,905704,5.0
10080,1285332,5.0
10080,603882,4.0
10080,1591087,4.0
10080,2354900,5.0
10080,2194328,4.0
10080,2348796,5.0
10080,1614968,5.0
10080,134372,4.0
10080,1152684,4.0
10080,1638217,5.0
10080,1568512,5.0
10080,1857797,5.0
10080,1687882,4.0
10080,488012,5.0
10080,1904049,5.0
10080,980778,4.0
10080,838120,3.0
10080,2327294,4.0
10080,1343081,5.0
10080,2084543,4.0
10080,2391342,5.0
10080,2430758,5.0
10080,1276931,5.0
10080,1643330,4.0
10080,2069744,5.0
10080,2537515,3.0
10080,1857316,5.0
10080,1391721,5.0
10080,989958,5.0
10080,102099,3.0
10080,1424084,5.0
10080,971527,5.0
10080,1679254,5.0
10080,86374,4.0
10080,2195212,3.0
10080,1509273,5.0
10080,795341,5.0
10080,1534211,5.0
10080,2456061,3.0
10080,351197,5.0
10080,1865887,5.0
10080,2440658,5.0
10080,1594836,5.0
10080,1697410,4.0
10080,350471,5.0
10080,1603797,4.0
10080,544859,5.0
10080,141132,5.0
10080,2124286,4.0
10080,1203120,4.0
10080,842037,5.0
10080,1270371,5.0
10080,2031456,3.0
10080,1658459,5.0
10080,958305,4.0
10080,1020485,4.0
10080,811227,4.0
10080,2534009,4.0
10080,2386652,4.0
10080,1449717,5.0
10080,606823,5.0
10080,943806,5.0
10080,293549,5.0
10080,2422301,5.0
10080,2194547,4.0
10080,1589903,5.0
10080,1496400,4.0
10080,2610150,5.0
10080,1508393,3.0
10080,1207818,5.0
10080,1719750,5.0
10080,2490960,5.0
10080,666706,5.0
10080,1863197,5.0
10080,2351833,5.0
10080,1739839,5.0
10080,2385925,4.0
10080,1032306,5.0
10080,386625,5.0
10080,1232574,5.0
10080,42325,4.0
10080,294151,4.0
10080,1500288,5.0
10080,354877,5.0
10080,2167513,1.0
10080,1648844,4.0
10080,136323,4.0
10080,2601021,5.0
10080,2413119,4.0
10080,331486,2.0
10080,465831,4.0
10080,1081758,4.0
10080,324862,5.0
10080,965846,4.0
10080,217756,5.0
10080,324675,5.0
10080,167563,5.0
10080,1352845,4.0
10080,1346104,5.0
10080,25690,4.0
10080,1206213,5.0
10080,979890,5.0
10080,2555680,5.0
10080,1599414,5.0
10080,453185,5.0
10080,1134674,5.0
10080,1499567,5.0
10080,754358,4.0
10080,1230136,5.0
10080,1395053,4.0
10080,2368485,5.0
10080,91433,5.0
10080,328150,5.0
10080,905083,5.0
10080,144078,5.0
10080,1498900,5.0
10080,1948678,5.0
10080,873531,3.0
10080,845731,5.0
10080,2429251,4.0
10080,2229399,4.0
10080,988636,4.0
10080,2548806,4.0
10080,567680,4.0
10080,2117743,5.0
10080,655399,5.0
10080,182008,4.0
10080,1159796,5.0
10080,2338492,4.0
10080,448722,5.0
10080,1777316,5.0
10080,891575,5.0
10080,645938,5.0
10080,2088703,5.0
10080,2512596,5.0
10080,149761,5.0
10080,514199,4.0
10080,93293,5.0
10080,1504049,4.0
10080,2501580,4.0
10080,1487263,5.0
10080,779209,4.0
10080,2374401,5.0
10080,1850062,4.0
10080,612129,3.0
10080,24526,5.0
10080,2593012,5.0
10080,2600224,5.0
10080,1736708,5.0
10080,1589193,4.0
10080,565431,5.0
10080,1791072,5.0
10080,742032,5.0
10080,1190047,4.0
10080,1460899,5.0
10080,1466405,5.0
10080,814123,3.0
10080,2567055,4.0
10080,1865133,5.0
10080,147089,5.0
10080,675674,4.0
10080,798509,5.0
10080,833881,3.0
10080,267308,5.0
10080,1303816,4.0
10080,1702903,4.0
10080,1452696,5.0
10080,1745159,4.0
10080,582910,4.0
10080,1495127,5.0
10080,68925,5.0
10080,1687303,5.0
10080,146187,5.0
10080,133941,5.0
10080,600245,5.0
10080,1690981,4.0
10080,1292952,2.0
10080,2596463,3.0
10080,2241042,4.0
10080,1634992,5.0
10080,1828616,5.0
10080,514472,5.0
10080,2581018,5.0
10080,1736306,5.0
10080,828399,5.0
10080,44140,5.0
10080,413837,5.0
10080,1250611,5.0
10080,2549614,5.0
10080,2646207,5.0
10080,390307,4.0
10080,2535616,4.0
10080,2390023,4.0
10080,270850,5.0
10080,1062836,5.0
10080,439139,4.0
10080,124793,5.0
10080,128040,5.0
10080,1062444,3.0
10080,390761,5.0
10080,2553859,5.0
10080,1152060,5.0
10080,1819769,4.0
10080,1885881,5.0
10080,1378458,4.0
10080,2463138,5.0
10080,2182599,5.0
10080,2391923,4.0
10080,795340,4.0
10080,858764,5.0
10080,1573067,4.0
10080,805922,5.0
10080,13934,3.0
10080,579577,5.0
10080,22642,5.0
10080,587113,4.0
10080,1753328,5.0
10080,681719,5.0
10080,2296857,4.0
10080,2586325,5.0
10080,403539,5.0
10080,425395,5.0
10080,818782,5.0
10080,5498,4.0
10080,2285841,4.0
10080,783280,5.0
10080,2128216,4.0
10080,119440,1.0
10080,1370190,4.0
10080,93660,4.0
10080,585993,5.0
10080,115271,5.0
10080,502491,5.0
10080,1559585,5.0
10080,220842,4.0
10080,2534614,3.0
10080,843821,5.0
10080,2153809,5.0
10080,233335,5.0
10080,76374,5.0
10080,1904770,2.0
10080,297262,5.0
10080,1684116,4.0
10080,295898,5.0
10080,1612900,4.0
10080,88800,5.0
10080,282186,5.0
10080,564026,4.0
10080,1801429,5.0
10080,1007980,4.0
10080,2017203,3.0
10080,1235209,5.0
10080,554061,5.0
10080,490381,5.0
10080,499406,5.0
10080,1262767,5.0
10080,378376,5.0
10080,2413845,5.0
10080,2241897,4.0
10080,2343134,5.0
10080,605177,5.0
10080,1782958,5.0
10080,1985490,5.0
10080,1955072,5.0
10080,1497723,5.0
10080,1594939,5.0
10080,2486013,5.0
10080,2335220,5.0
10080,2584778,5.0
10080,738554,5.0
10080,93893,4.0
10080,1488301,5.0
10080,1320066,4.0
10080,72567,5.0
10080,2189707,5.0
10080,157583,4.0
10080,2549055,5.0
10080,1467395,5.0
10080,487574,3.0
10080,1663900,5.0
10080,927137,5.0
10080,2557756,5.0
10080,1371089,5.0
10080,1589316,5.0
10080,2311790,5.0
10080,974062,5.0
10080,405349,3.0
10080,2043235,5.0
10080,2603179,4.0
10080,2098283,4.0
10080,1552299,5.0
10080,1709049,5.0
10080,833659,4.0
10080,1350435,3.0
10080,2438325,2.0
10080,251003,5.0
10080,238892,5.0
10080,2137708,5.0
10080,2197594,5.0
10080,1843048,5.0
10080,1228106,5.0
10080,608039,5.0
10080,916397,4.0
10080,2260135,4.0
10080,168095,5.0
10080,1093107,4.0
10080,1009771,5.0
10080,387521,5.0
10080,2210870,5.0
10080,52990,4.0
10080,1141443,4.0
10080,2011130,5.0
10080,302962,5.0
10080,2324212,5.0
10080,1200269,3.0
10080,1113064,5.0
10080,1915141,5.0
10080,697854,5.0
10080,1065047,5.0
10080,138649,4.0
10080,316421,5.0
10080,493307,4.0
10080,787834,5.0
10080,2270493,5.0
10080,1450536,5.0
10080,1894020,4.0
10080,2228121,5.0
10080,1548770,5.0
10080,1364557,5.0
10080,410547,5.0
10080,216248,5.0
10080,559273,4.0
10080,2248612,4.0
10080,2061081,5.0
10080,431416,5.0
10080,36003,5.0
10080,171329,5.0
10080,1460183,3.0
10080,1109253,4.0
10080,1261105,5.0
10080,1839465,5.0
10080,197698,5.0
10080,1886953,4.0
10080,1206022,4.0
10080,688543,5.0
10080,849689,4.0
10080,968326,5.0
10080,2103624,5.0
10080,1089983,2.0
10080,1300432,5.0
10080,446682,4.0
10080,524580,5.0
10080,1449174,5.0
10080,2102546,5.0
10080,428958,5.0
10080,1484757,5.0
10080,384158,5.0
10080,685823,5.0
10080,2185946,4.0
10080,20549,5.0
10080,1939409,5.0
10080,1610030,5.0
10080,935082,5.0
10080,2468532,4.0
10080,1205022,5.0
10080,1829072,5.0
10152,1436244,4.0
10152,1696734,3.0
10152,1607542,4.0
10152,228118,3.0
10152,1155251,3.0
10152,1211197,5.0
10152,1427500,5.0
10152,2605003,4.0
10152,2479793,5.0
10152,401931,4.0
10152,1150425,4.0
10152,1310231,5.0
10152,1025223,5.0
10152,2046530,1.0
10152,266192,4.0
10152,2165042,4.0
10152,941442,4.0
10152,759087,5.0
10152,723108,4.0
10152,1293233,4.0
10152,1251065,4.0
10152,1286550,2.0
10152,2235206,4.0
10152,2608072,3.0
10152,1135980,2.0
10152,1781982,3.0
10152,1766838,4.0
10152,2549079,4.0
10152,819904,2.0
10152,1462927,5.0
10152,1512711,5.0
10152,1337731,4.0
10152,2425364,5.0
10152,1846783,4.0
10152,1014703,4.0
10152,968602,5.0
10152,1569218,4.0
10152,38399,5.0
10152,1062707,3.0
10152,289523,4.0
10152,187512,5.0
10152,2093862,5.0
10152,2529839,5.0
10152,930552,3.0
10152,122223,5.0
10152,1312055,2.0
10152,1494000,4.0
10152,2403043,4.0
10152,235727,4.0
10152,1995906,5.0
10152,1808190,4.0
10152,1549355,4.0
10152,2584793,5.0
10152,2049613,4.0
10152,1351564,5.0
10152,2097983,2.0
10152,1907573,4.0
10152,129054,5.0
10152,1734363,5.0
10152,2357970,4.0
10152,584967,4.0
10152,1745057,3.0
10152,680554,1.0
10152,1575191,4.0
10152,108667,5.0
10152,1603965,3.0
10152,2179371,3.0
10152,1790410,5.0
10152,2381822,2.0
10152,1876563,5.0
10152,1971505,4.0
10152,1480219,5.0
10152,925038,2.0
10152,977820,5.0
10152,1883307,4.0
10152,1179725,4.0
10152,2157897,4.0
10152,1392847,2.0
10152,1774562,4.0
10152,2202698,4.0
10152,572591,4.0
10152,477115,5.0
10152,62874,5.0
10152,2510298,5.0
10152,209573,4.0
10152,2373873,5.0
10152,1520304,3.0
10152,792411,4.0
10152,1223905,4.0
10152,932789,5.0
10152,942322,5.0
10152,1624847,5.0
10152,232287,5.0
10152,1861248,4.0
10152,1157182,3.0
10152,96449,4.0
10152,844023,4.0
10152,1032951,4.0
10152,893206,5.0
10152,2024344,5.0
10152,2069007,5.0
10152,305895,4.0
10152,64990,3.0
10152,1573863,4.0
10152,2067003,3.0
10152,1882989,4.0
10152,505251,5.0
10152,1136263,3.0
10152,1386910,4.0
10152,253932,5.0
10152,386878,2.0
10152,524702,3.0
10152,1682831,4.0
10152,92195,4.0
10152,501105,4.0
10152,1830190,5.0
10152,663471,4.0
10152,846994,2.0
10152,2120373,4.0
10152,2371667,4.0
10152,1552059,3.0
10152,2061643,5.0
10152,2649388,4.0
10152,101447,5.0
10152,1702220,5.0
10152,68617,5.0
10152,1394375,4.0
10152,1134154,4.0
10152,800355,5.0
10152,2563768,3.0
10152,69644,4.0
10152,1145606,4.0
10152,1934271,4.0
10152,879382,4.0
10152,246714,5.0
10152,1341358,5.0
10152,2590604,5.0
10152,560490,5.0
10152,132137,5.0
10152,509180,3.0
10152,448744,5.0
10152,909688,5.0
10152,2152290,5.0
10152,1808776,5.0
10152,489830,5.0
10152,513971,5.0
10152,1357138,1.0
10152,1545082,5.0
10152,411556,4.0
10152,180399,3.0
10152,1097621,3.0
10152,2419885,3.0
10152,18376,3.0
10152,1917699,3.0
10152,209886,5.0
10152,1368060,3.0
10152,608300,5.0
10152,721220,4.0
10152,2269973,5.0
10152,1056356,5.0
10152,1817706,4.0
10152,151947,4.0
10152,139303,3.0
10152,663848,4.0
10152,2645201,3.0
10152,2322058,4.0
10152,1762651,4.0
10152,655399,5.0
10152,1854102,4.0
10152,1972185,5.0
10152,1384461,3.0
10152,774855,3.0
10152,198489,5.0
10152,1342285,4.0
10152,547256,4.0
10152,874400,5.0
10152,1279905,5.0
10152,2402847,4.0
10152,1608540,4.0
10152,13969,4.0
10152,2178953,4.0
10152,1587269,4.0
10152,2526931,3.0
10152,351002,5.0
10152,2628374,5.0
10152,1878190,5.0
10152,2625506,3.0
10152,210497,3.0
10152,1995242,3.0
10152,210453,3.0
10152,781582,4.0
10152,1414221,3.0
10152,2167387,5.0
10152,1040739,4.0
10152,1701171,4.0
10152,82659,4.0
10152,1753287,5.0
10152,607093,5.0
10152,1662131,5.0
10152,2221533,4.0
10152,2287896,5.0
10152,1092898,3.0
10152,2365188,2.0
10152,496016,4.0
10152,1634512,5.0
10152,1769638,3.0
10152,687178,2.0
10152,1921316,4.0
10152,415530,4.0
10152,2089988,4.0
10152,1362341,4.0
10152,2397915,3.0
10152,2438132,3.0
10152,1615998,4.0
10152,571221,2.0
10152,2417485,5.0
10152,257242,4.0
10152,2229348,4.0
10152,1421657,3.0
10152,746973,4.0
10152,2092557,4.0
10152,1137408,3.0
10152,78373,3.0
10152,1578405,4.0
10152,2303820,4.0
10152,1511568,3.0
10152,347558,2.0
10152,2576063,4.0
10152,1127800,3.0
10152,420765,3.0
10152,1085779,4.0
10152,586017,5.0
10152,75296,3.0
10152,2252810,4.0
10152,1171321,3.0
10152,1029722,3.0
10152,650350,4.0
10152,1987254,4.0
10152,2629166,4.0
10152,872645,3.0
10152,1702973,3.0
10152,2485319,5.0
10152,519547,5.0
10152,181451,3.0
10152,2164271,3.0
10152,789149,5.0
10152,575411,3.0
10152,2546815,4.0
10152,840853,5.0
10152,75436,4.0
10152,2118965,4.0
10152,224637,3.0
10152,1378119,4.0
10152,2066845,4.0
10152,2144572,3.0
10152,1322572,4.0
10152,213734,5.0
10152,2558345,4.0
10152,725469,3.0
10152,2272979,5.0
10152,984864,4.0
10152,2455326,5.0
10162,1530644,4.0
10162,564138,3.0
10162,2064763,5.0
10162,476120,5.0
10162,1943512,5.0
10162,1122897,4.0
10162,1380665,4.0
10162,897496,4.0
10162,1916244,3.0
10162,1229795,4.0
10162,830189,4.0
10162,1457870,4.0
10162,232719,4.0
10162,2374613,4.0
10162,1535959,5.0
10162,1688477,4.0
10162,802513,4.0
10162,2572236,5.0
10162,201798,4.0
10162,1561999,5.0
10162,1062707,2.0
10162,1981223,4.0
10162,1130533,4.0
10162,1796246,5.0
10162,1532475,4.0
10162,207150,4.0
10162,2562295,4.0
10162,198609,3.0
10162,2329593,3.0
10162,2553254,3.0
10162,2111373,5.0
10162,2013204,4.0
10162,1259115,4.0
10162,2060176,4.0
10162,2317874,4.0
10162,2492282,4.0
10162,2366939,5.0
10162,1965691,5.0
10162,1521657,3.0
10162,1131878,4.0
10162,1995006,4.0
10162,1953459,5.0
10162,1470036,4.0
10162,2648609,5.0
10162,1657842,5.0
10162,1918304,4.0
10162,968885,4.0
10162,1666386,4.0
10162,914078,3.0
10162,1493728,4.0
10162,344174,5.0
10162,518154,4.0
10162,1796175,4.0
10162,1748546,5.0
10162,2408213,4.0
10162,1905830,4.0
10162,1265624,4.0
10162,57913,5.0
10162,877605,3.0
10162,405978,3.0
10162,1372018,5.0
10162,739744,5.0
10162,812757,4.0
10162,86145,4.0
10162,1302747,5.0
10162,1430603,3.0
10162,373595,5.0
10162,1213878,5.0
10162,1360742,4.0
10162,1757132,4.0
10162,2469059,5.0
10162,321093,5.0
10162,1146664,5.0
10162,884983,5.0
10162,1797921,4.0
10162,871546,4.0
10162,2148414,4.0
10162,1120104,4.0
10162,2157145,3.0
10162,1106447,5.0
10162,774302,3.0
10162,2102198,5.0
10162,61189,3.0
10162,1628219,4.0
10162,1203360,4.0
10162,619792,4.0
10162,708895,5.0
10162,627879,4.0
10162,820587,5.0
10162,859095,5.0
10162,668493,3.0
10162,2179183,4.0
10162,324550,5.0
10162,263222,4.0
10162,422459,5.0
10162,734090,4.0
10162,198459,5.0
10162,982694,3.0
10162,1597348,4.0
10162,983944,5.0
10162,2089263,3.0
10162,1988587,3.0
10162,742696,4.0
10162,2321890,4.0
10162,1859749,4.0
10162,2173286,4.0
10162,276144,4.0
10162,998373,4.0
10162,2275906,4.0
10162,2496796,4.0
10162,1218850,3.0
10162,1537967,5.0
10162,2622943,4.0
10162,2457110,4.0
10162,1211638,4.0
10162,972715,4.0
10162,2366010,4.0
10162,962325,4.0
10162,1929568,5.0
10162,1256697,4.0
10162,1967396,3.0
10162,2110627,5.0
10162,2022983,4.0
10162,593743,4.0
10162,1397673,5.0
10162,939516,2.0
10162,2277646,3.0
10162,2175815,5.0
10162,762761,4.0
10162,1232454,4.0
10162,2325595,4.0
10162,2336656,3.0
10162,145020,3.0
10162,2028539,4.0
10162,384013,3.0
10162,1286746,3.0
10162,1457,4.0
10162,1789077,4.0
10162,650481,5.0
10162,64200,3.0
10162,551048,4.0
10162,1056524,4.0
10162,298679,4.0
10162,287306,3.0
10162,2251362,4.0
10162,236642,3.0
10162,1321690,4.0
10162,1494115,4.0
10162,150245,5.0
10162,1853711,4.0
10162,31823,4.0
10162,1841716,4.0
10162,845528,3.0
10162,1794701,3.0
10162,2557454,4.0
10162,2293344,5.0
10162,427350,4.0
10162,2548776,5.0
10162,1837378,3.0
10162,661459,4.0
10162,2344785,4.0
10162,832362,4.0
10162,591471,3.0
10162,1125340,4.0
10162,1400220,5.0
1040,2641886,4.0
1040,2266083,3.0
1040,418164,4.0
1040,2263752,5.0
1040,1778026,5.0
1040,1023527,4.0
1040,1641324,5.0
1040,2020922,2.0
1040,1735438,4.0
1040,773432,5.0
1040,223023,4.0
1040,152007,4.0
1040,2257739,4.0
1040,2531080,4.0
1040,612057,4.0
1040,758324,4.0
1040,2587940,3.0
1040,7864,4.0
10486,1155253,5.0
10486,1698546,4.0
10486,1923814,2.0
10486,2611240,3.0
10486,1375272,4.0
10486,2352536,3.0
10486,242686,4.0
10486,638978,5.0
10486,697835,5.0
10486,1314979,3.0
10486,1413347,2.0
10486,2287739,2.0
10486,115821,5.0
10486,1674428,4.0
10486,1955796,3.0
10486,2345385,5.0
10486,2140376,2.0
10486,1984318,2.0
10486,1504595,5.0
10636,2558262,5.0
10636,1157883,4.0
10636,762612,1.0
10636,830861,4.0
10636,623593,3.0
10636,419465,5.0
10636,1096005,5.0
10636,1097620,4.0
10636,335033,3.0
10636,6586,3.0
10636,1749104,5.0
10636,1657490,3.0
10636,2535541,4.0
10636,1776016,3.0
10671,2331878,1.0
10671,2499020,3.0
10671,2012053,3.0
10671,416892,3.0
10671,139188,2.0
10671,317197,3.0
10712,335531,3.0
10712,2353806,3.0
10712,2224199,4.0
10712,2402629,3.0
10712,164662,4.0
10712,754822,5.0
10712,270582,5.0
10712,2039316,4.0
10712,2571332,4.0
10712,482999,3.0
10712,1521243,4.0
10712,1229674,5.0
10712,2621071,4.0
10712,1884926,4.0
10712,2396611,3.0
10712,391820,2.0
10712,2049584,4.0
10712,1447841,4.0
10712,46105,3.0
10712,360642,4.0
10712,2209521,5.0
10712,827525,3.0
10712,1903696,3.0
10712,2070734,4.0
10712,2319130,2.0
10712,1527008,5.0
10712,2352586,3.0
10724,838130,3.0
10724,434878,4.0
10724,801749,5.0
10724,1469884,4.0
10724,1034009,4.0
10724,2642544,4.0
10724,873684,4.0
10724,183521,5.0
10724,1689156,3.0
10724,861532,4.0
10724,1509113,5.0
10724,1676458,4.0
10724,997924,3.0
10724,1811650,5.0
10724,2228261,3.0
10724,1662652,4.0
10724,2598477,5.0
10724,1000634,3.0
10724,2057718,4.0
10724,1354156,3.0
10724,2364408,3.0
10737,1074143,3.0
10737,913751,3.0
10737,99375,4.0
10737,866350,5.0
10737,2648178,4.0
10737,1768347,3.0
10737,1703355,5.0
10737,1098904,4.0
10737,346500,5.0
10811,828567,5.0
10811,312153,3.0
10811,785031,4.0
10811,2280119,3.0
10811,2369815,3.0
10811,1215787,4.0
10811,2083745,5.0
10811,1276297,4.0
10811,1583013,5.0
10811,2393056,4.0
11029,221371,3.0
11029,1440262,2.0
11029,670126,4.0
11029,315652,5.0
11029,1531528,4.0
11029,2235896,5.0
11029,258337,3.0
11029,897230,1.0
11029,1223470,1.0
11029,2431028,4.0
11029,1687466,3.0
11029,1545598,1.0
11029,1152971,2.0
11029,2592148,3.0
11029,339324,3.0
11029,63214,3.0
11029,130969,2.0
11029,1464343,3.0
11029,329936,2.0
11029,1523046,4.0
11029,2604729,3.0
11029,1241174,3.0
11029,1992139,3.0
11029,2501223,3.0
11029,1685922,3.0
111,1943087,4.0
111,886563,2.0
111,1505609,5.0
111,806850,3.0
111,477274,3.0
111,1581286,2.0
111,1479419,3.0
111,2001983,4.0
111,2066890,4.0
111,1429041,4.0
111,1622268,5.0
111,2633404,3.0
111,1785823,3.0
111,1581518,3.0
111,1208136,3.0
111,1154139,4.0
111,928932,5.0
111,1948337,2.0
111,2175278,4.0
111,1943271,3.0
111,1308092,2.0
111,1743518,2.0
111,2550482,1.0
111,2485670,2.0
111,2326089,3.0
111,1767934,2.0
111,1773296,3.0
111,419321,5.0
111,1203857,3.0
111,2541058,3.0
111,1424046,3.0
111,1240206,4.0
111,1222208,4.0
111,1750069,3.0
111,28428,3.0
111,761643,3.0
111,211179,3.0
111,2551907,2.0
111,1668815,5.0
111,1613017,4.0
111,933818,1.0
111,1765185,3.0
111,996731,4.0
111,1289710,4.0
111,2574204,3.0
111,2597274,2.0
111,1356908,4.0
111,813811,3.0
111,2114476,2.0
111,1867419,2.0
111,1225676,2.0
111,2502641,4.0
111,2149248,2.0
111,1758651,5.0
111,1708281,2.0
111,2638724,2.0
111,1092446,2.0
111,2258104,3.0
111,776908,4.0
111,1586607,4.0
111,1232018,3.0
111,1712043,3.0
111,263045,4.0
111,245905,4.0
111,1995415,4.0
111,1784688,4.0
111,1721509,3.0
111,1824145,3.0
111,2135476,4.0
111,1127288,2.0
111,424934,2.0
111,2094631,3.0
111,725158,4.0
111,31301,4.0
111,766877,3.0
111,2215871,3.0
111,1826170,3.0
111,650953,4.0
111,1316612,2.0
111,2009405,3.0
111,639848,4.0
111,1175365,4.0
111,1970207,2.0
111,1566443,1.0
111,1580668,5.0
111,539037,3.0
111,194062,5.0
111,1185524,3.0
111,1193162,3.0
111,2174630,2.0
111,2321001,3.0
111,1215759,2.0
111,2176763,3.0
111,1143482,3.0
111,1055859,2.0
111,1246904,5.0
111,1453551,2.0
111,153539,3.0
111,1463088,2.0
111,1607806,3.0
111,2407497,2.0
111,862931,1.0
111,2201699,3.0
111,1996293,3.0
111,1357881,2.0
111,1340938,1.0
111,2549357,3.0
111,567943,4.0
111,814131,1.0
111,1339363,2.0
111,2481306,2.0
111,132745,2.0
111,1941672,2.0
111,2184905,3.0
111,2570628,5.0
111,1134894,4.0
111,1971994,4.0
111,2334178,3.0
111,707064,3.0
111,356652,4.0
111,328963,3.0
111,1173784,3.0
111,2003573,3.0
111,2534089,4.0
111,2401774,1.0
111,2358056,3.0
111,902498,4.0
111,1486094,3.0
111,408782,3.0
111,629643,3.0
111,858799,1.0
111,766949,3.0
111,1321558,3.0
111,2299267,3.0
