movie_id,truth
162,3.07365854
163,2.684094553
164,2.693661512
165,3.996350833
166,3.625940545
167,4.155427137
168,3.313921266
169,3.582746283
170,3.401925876
171,3.811893651
172,3.311937318
173,3.661025406
174,3.707156647
175,4.050888993
176,3.376613647
177,2.809752022
178,3.460840666
179,2.55539907
180,3.920393318
181,2.677024679
182,3.392177773
183,3.095193471
184,3.436762068
185,3.20626417
186,3.473837379
187,3.075952031
188,2.823471416
189,3.406587437
190,2.213028837
191,3.980174381
192,3.372295255
193,3.015892515
194,3.380218277
195,3.494192164
196,3.743768371
197,3.543214093
198,3.30183479
199,3.943526167
200,3.167891048
201,3.5063794
202,3.304593691
203,3.34298088
204,2.900884459
205,3.359456523
206,3.949720831
207,3.004039457
208,3.567506914
209,4.248696334
210,3.293478362
211,3.666094427
212,2.878106262
213,3.542044641
214,3.195713884
215,4.166458881
216,3.295544723
217,3.009336963
218,3.504767193
219,2.742438589
220,3.707765657
221,3.612709308
222,2.772352914
223,4.27153688
224,3.929625105
225,2.800935986
226,2.519997301
227,3.549603226
228,3.02974237
229,3.997711003
230,3.45657288
231,3.027268824
232,3.279060028
233,3.395373082
234,3.213949184
235,3.166101797
236,2.435879083
237,3.521671503
238,3.764155196
239,3.861811509
240,4.01641931
241,4.206223911
242,4.007704907
243,3.240409045
244,4.12279707
245,3.03794535
246,3.235102488
247,3.135398745
248,3.744959238
249,3.322969506
250,3.57786544
251,4.010143534
252,3.451935251
253,4.139687838
254,2.097892079
255,3.250210654
256,3.504383229
257,3.96594827
258,3.100269312
259,3.296388946
260,3.392933492
261,3.788996223
262,3.77529379
263,4.190423046
264,3.218451696
265,3.502481096
266,3.218283275
267,3.878394282
268,3.782393151
269,3.813053856
270,4.371377132
271,3.379368281
272,3.212959107
273,3.424587105
274,2.853501352
275,3.699651422
276,2.183762003
277,3.722442867
278,2.284837003
279,3.259329658
280,3.586910546
281,3.846354032
282,3.778171222
283,3.785450703
284,2.295142527
285,3.397865148
286,3.239870709
287,3.758884369
288,3.71828092
289,2.425263338
290,3.638485589
291,2.39801041
292,4.00479135
293,3.899252834
294,3.26677284
295,3.373733892
296,3.20145374
297,2.949157911
298,3.224408351
299,3.755891763
300,2.727747256
301,2.754274174
302,2.879784901
303,3.24289022
304,3.890001571
305,3.68280751
306,3.318678447
307,3.698132857
308,2.971072988
309,3.221784027
310,3.52206304
311,3.626310974
312,3.762266785
313,3.764409687
314,3.593776213
315,3.842181622
316,4.384314628
317,3.369118189
318,2.383225181
319,3.200458419
320,3.003775412
321,2.851077157
322,2.649840482
323,2.514715603
324,3.199248129
325,4.301723596
326,3.452149907
327,3.564046783
328,3.102578538
329,3.650188462
330,3.518118533
331,3.679436456
332,2.394106074
333,4.054828209
334,3.61777297
335,2.376824651
336,3.343850873
337,3.067300734
338,4.034290708
339,3.868322258
340,3.055151471
341,3.135062915
342,3.825293569
343,3.521634203
344,3.787208943
345,4.209857823
346,3.2064844
347,2.710637055
348,3.472227539
349,2.603992108
350,3.979320795
351,3.070795369
352,2.846715271
353,3.31298098
354,2.394028517
355,2.111116984
356,3.139457758
357,3.561379706
358,3.622206202
359,4.240506146
360,2.469914719
361,3.699430835
362,2.616933783
363,3.029531975
364,3.050276879
365,3.468112653
366,3.607495576
367,3.204234691
368,3.601077416
369,2.975280053
370,3.329835099
371,3.971567804
372,2.532236691
373,3.109484246
374,3.480499858
375,3.111081747
376,3.700168443
377,2.697822915
378,2.902508149
379,2.711235465
380,3.237600325
381,3.488921574
382,3.152655828
383,2.925064927
384,3.817742253
385,3.683296824
386,3.064424995
387,3.70879501
388,2.44522022
389,3.234369593
390,2.802605959
391,3.751319633
392,3.686794534
393,3.393783147
394,3.67173351
395,4.06216087
396,3.415545791
397,4.018069952
398,2.801820552
399,2.48780471
400,3.9341306
401,3.699855265
402,3.528814688
403,3.258321076
404,2.598451123
405,3.818114238
406,3.823298314
407,2.825114733
408,3.505186444
409,3.6498125
410,3.969314124
411,3.082798677
412,3.392690828
413,3.472694999
414,3.041611677
415,1.833278445
416,3.04696585
417,4.090070946
418,2.80461774
419,4.046532518
420,3.822242801
421,4.143325336
422,3.490545995
423,3.200536119
424,3.612542637
425,3.782376395
426,3.356334168
427,2.97342653
428,3.252663313
429,3.497731344
430,4.185067369
431,3.627995799
432,4.108920069
433,3.640055264
434,3.723578405
435,2.99346892
436,3.892412032
437,3.597899327
438,3.117375129
439,3.362816724
440,3.087355414
441,4.012463801
442,3.981311549
443,4.023670582
444,3.687735916
445,3.614966718
446,2.920644372
447,3.805742816
448,3.644834966
449,3.221212938
450,3.70752889
451,4.273977185
452,2.963485865
453,3.668649533
454,4.088719088
455,3.977916506
456,3.777919566
457,3.925051881
458,3.714987218
459,3.551721115
460,2.294778901
461,3.605979117
462,4.165718069
463,4.196178846
464,3.015728889
465,3.227108805
466,3.87867585
467,3.682649964
468,3.579971394
469,3.020019737
470,2.547082426
471,4.145894882
472,3.140258347
473,4.091863882
474,3.685526704
475,3.148225822
476,4.230001893
477,4.033526416
478,3.513573439
479,3.94171183
480,2.634734627
481,3.286083702
482,3.848301342
483,3.523229328
484,3.699346019
485,3.745814082
486,3.720823887
487,3.875662096
488,3.766799079
489,3.628377006
490,2.971195498
491,3.442156056
492,3.103532636
493,2.780414712
494,4.052732573
495,3.290645403
496,3.933739611
497,3.631574801
498,4.172973885
499,3.1236331
500,3.902975539
501,3.866287402
502,3.795762251
503,3.875689392
504,4.17684143
505,3.233688332
506,2.889995362
507,3.699179243
508,3.165860346
509,2.542674742
510,3.631865075
511,2.880367838
512,2.970844392
513,2.190153719
514,3.951830485
515,1.303231384
516,3.837856485
517,3.567330615
518,3.887273677
519,3.959838936
520,4.041285107
521,2.842911656
522,3.624508488
523,3.230379647
524,3.361713923
525,2.140671545
526,3.024685085
527,2.365009523
528,3.033144647
529,3.548878118
530,2.55714623
531,3.340413353
532,3.359521475
533,3.204808354
534,3.281775498
535,3.572374238
536,2.92792545
537,3.766975678
538,2.821581384
539,4.184242773
540,3.450388257
541,2.683932173
542,1.920935693
543,3.447396029
544,3.7587245
545,3.718249164
546,2.691214039
547,3.301265551
548,3.115240552
549,2.847566034
550,3.530850173
551,3.355723498
552,3.19499239
553,3.411079025
554,3.304104498
555,4.121462727
556,3.075463086
557,2.7100213
558,3.374616116
559,3.706174015
560,4.283808755
561,4.030702693
562,2.557268528
563,3.569109336
564,3.264890603
565,3.476820712
566,3.202078225
567,2.910971867
568,3.154200279
569,3.576491061
570,3.137363692
571,4.000460064
572,3.378527192
573,3.464256132
574,3.409099404
575,4.182372612
576,4.040687454
577,4.293390204
578,2.504065707
579,4.077720514
580,3.126372675
581,3.492444382
582,3.159379135
583,3.530440035
584,3.177909604
585,3.907543117
586,3.414631946
587,3.995585455
588,3.546782277
589,2.406572238
590,3.612775145
591,3.038813558
592,2.076762809
593,3.020200416
594,2.720089947
595,4.284389157
596,3.115570205
597,2.649759463
598,3.556134651
599,3.574293254
600,3.327586819
601,3.494468705
602,2.960939745
603,3.727057903
604,3.586333952
605,2.978207894
606,3.453960268
607,3.59301675
608,2.517419531
609,3.885411371
610,2.691424372
611,2.136783922
612,3.18424431
613,3.322586709
614,3.248404209
615,3.561008066
616,3.805568625
617,3.909325014
618,2.735522444
619,4.066512339
620,3.737897307
621,4.024228198
622,3.082732239
623,3.201998812
624,3.338174975
625,1.537227801
626,3.808718974
627,3.095190197
628,3.666001525
629,3.62461927
630,2.786464846
631,3.71847633
632,3.202656677
633,3.419907462
634,4.231170022
635,2.817961899
636,3.56182209
637,3.653734165
638,3.641118199
639,3.421186368
640,3.341914608
641,3.735044923
642,3.800040349
643,3.237086956
644,3.149371264
645,3.999647869
646,3.951243527
647,3.565063151
648,3.8049057
649,3.27590899
650,2.758979121
651,3.199634513
652,3.391390062
653,2.75732712
654,2.759707212
655,3.708543033
656,2.830635704
657,4.170492283
658,3.696484533
659,2.822646352
660,3.841269839
661,3.336455091
662,3.673569058
663,4.309338231
664,2.453777129
665,2.760856043
666,3.514755477
667,3.908953686
668,3.94753948
669,2.668651477
670,3.585757432
671,3.370481821
672,3.16065257
673,3.878793361
674,3.465548735
675,3.510396562
676,3.183850897
677,3.805033479
678,3.547643371
679,3.41118271
680,3.04759134
681,3.558323587
682,3.844376354
683,3.214765995
684,2.761236493
685,3.500728152
686,3.137343287
687,3.222456613
688,3.333485302
689,3.490438853
690,4.088887205
691,3.125235962
692,3.56460404
693,3.174677073
694,3.85562472
695,2.98535804
696,3.511870093
697,3.672692961
698,2.662961071
699,3.9871377
700,3.720036386
701,1.979220983
702,3.127619491
703,3.85915798
704,3.296915325
705,3.691204283
706,3.636896581
707,3.584853827
708,3.444373692
709,3.936620185
710,4.31736563
711,3.679012453
712,4.291960746
713,3.239690117
714,2.380756549
715,3.785393758
716,3.481781013
717,2.97158266
718,3.426834488
719,3.083046107
720,3.900430734
721,2.593547008
722,4.179414541
723,3.082155584
724,4.500066102
725,3.711307934
726,2.272154995
727,2.884045605
728,3.076459902
729,2.53330979
730,3.91527241
731,2.665223698
732,3.276853661
733,3.486477477
734,3.904098254
735,3.451636708
736,2.188267171
737,3.620540634
738,2.875280278
739,2.82840058
740,2.941447023
741,3.51252224
742,2.950953274
743,3.357553217
744,3.013199743
745,2.439080336
746,3.581872431
747,4.03168732
748,3.849229018
749,2.34025401
750,3.605129893
751,3.263391022
752,4.350504265
753,4.016922669
754,3.307634644
755,3.616070372
756,2.845940822
757,3.351682962
758,3.56222009
759,3.269745629
760,3.928682338
761,2.724958705
762,4.047365713
763,3.55547197
764,3.803531727
765,2.677566223
766,3.253164613
767,3.447880771
768,3.40888514
769,3.484938799
770,3.31239427
771,3.415498584
772,3.027505964
773,3.024762911
774,4.37172995
775,3.729687372
776,3.084148201
777,3.890352883
778,4.357201506
779,2.646532347
780,3.938355864
781,3.705102562
782,2.638037497
783,3.493029641
784,3.782927994
785,3.343501881
786,3.459414835
787,2.650818839
788,3.822012912
789,3.863111974
790,2.88191258
791,3.783056173
792,2.953054715
793,3.593679222
794,3.257082935
795,3.3443355
796,3.041809103
797,3.194691704
798,3.925182325
799,4.171889736
800,2.49681958
801,2.81996603
802,3.649546019
803,2.498941333
804,3.944955998
805,4.023578876
806,3.570844464
807,3.671195807
808,3.331987672
809,3.646037125
810,3.254232923
811,3.050923228
812,3.652544273
813,3.656649661
814,3.606785856
815,3.418550776
816,3.855114315
817,3.615482275
818,3.533744501
819,3.202602132
820,2.051287654
821,2.878017127
822,4.153909684
823,3.246902426
824,3.903422105
825,4.186258412
826,3.339442615
827,3.329696675
828,3.065848629
829,3.270908617
830,3.092582289
831,3.264722569
832,3.87365957
833,3.600945773
834,2.828507098
835,3.261199913
836,3.645185782
837,4.032789836
838,2.586001141
839,4.219085746
840,3.914733755
841,3.06050878
842,3.629834433
843,3.780608106
844,2.962401452
845,3.788377978
846,2.749891684
847,3.930580251
848,3.159027852
849,3.355438516
850,3.507932079
851,3.944818351
852,3.128858106
853,2.999942184
854,2.272550829
855,2.597685272
856,2.721576987
857,3.892792476
858,3.448044824
859,3.526911272
860,2.779434679
861,4.071668063
862,3.560595191
863,3.653610211
864,2.857008464
865,4.024267408
866,3.528919516
867,3.020102208
868,3.569454395
869,3.255504322
870,2.470756454
871,4.119417995
872,4.254083315
873,2.82833825
874,3.635154872
875,3.374606036
876,3.894209899
877,3.652985934
878,2.58714566
879,2.962592153
880,4.045381227
881,3.24301885
882,3.173926716
883,3.651051422
884,3.120698002
885,3.418724087
886,4.231497522
887,3.140712523
888,2.760040963
889,4.138501296
890,3.363786842
891,3.862952153
892,3.706652904
893,4.019873594
894,2.832960704
895,4.029937325
896,3.490493955
897,3.344459891
898,3.182456908
899,3.623924982
900,3.991347043
901,3.775613292
902,2.44750925
903,3.298126018
904,2.543349152
905,2.102862183
906,3.519601433
907,4.093372285
908,4.245480272
909,3.152481148
910,3.491491467
911,3.097793808
912,3.382253
913,3.663911386
914,3.345254366
915,3.252280681
916,3.772917903
917,3.917867637
918,3.999647796
919,3.286112666
920,2.572866941
921,3.454116734
922,3.007411588
923,3.649567892
924,2.949236604
925,3.773106757
926,2.377485049
927,3.656111673
928,2.78761441
929,3.521749843
930,3.30587293
931,3.154258828
932,2.476142301
933,4.269234861
934,3.495418166
935,4.348554369
936,3.315942902
937,3.783639092
938,2.054679187
939,4.130435524
940,3.748997645
941,2.311542097
942,3.135556458
943,4.003582846
944,2.815917078
945,3.228198549
946,2.570482578
947,3.741561256
948,2.98179285
949,3.467801971
950,2.803403163
951,3.837570723
952,4.049678027
953,3.478356955
954,3.393045742
955,3.417230848
956,2.686097765
957,3.848719794
958,3.821157911
959,3.295959166
960,3.595147289
961,3.621888378
962,3.156894001
963,3.945268528
964,3.789300716
965,3.797174425
966,3.491496268
967,3.709969973
968,2.904054275
969,2.123995869
970,3.154934792
971,3.905852333
972,3.888621814
973,3.877009613
974,3.706657038
975,2.082658802
976,3.777363646
977,2.893274494
978,3.423500432
979,3.279969656
980,3.699633739
981,3.149446964
982,3.913826638
983,2.595157102
984,3.53798496
985,3.687184571
986,3.626801941
987,2.925542984
988,3.875847803
989,3.110145634
990,3.890467616
991,3.853522453
992,4.019827548
993,3.157165789
994,3.28937058
995,1.728166647
996,4.107224106
997,3.440855277
998,3.412757545
999,2.840605171
1000,3.416531508
1001,3.39015093
1002,3.762375017
1003,2.507886703
1004,3.153313199
1005,3.201696155
1006,4.156591416
1007,3.470506677
1008,3.942824412
1009,3.157755031
1010,3.273811582
1011,3.376132977
1012,3.682238147
1013,3.612546655
1014,2.885190543
1015,4.002045618
1016,2.353339225
1017,4.289730672
1018,3.442726953
1019,2.51380043
1020,4.340620928
1021,3.787474968
1022,3.36006131
1023,3.279889377
1024,3.606913375
1025,3.105678616
1026,3.480137622
1027,3.497800283
1028,2.956450749
1029,3.016405556
1030,3.352634869
1031,4.095425142
1032,3.914132604
1033,2.779349491
1034,2.665135595
1035,3.563168115
1036,3.430708331
1037,2.909290078
1038,3.736019231
1039,3.394043085
1040,3.79076483
1041,3.966301965
1042,3.445412012
1043,3.392894859
1044,3.537593543
1045,3.619874768
1046,3.432180384
1047,3.724629849
1048,3.104022073
1049,2.787488206
1050,3.837111061
1051,3.39476558
1052,3.370689897
1053,2.692340383
1054,2.723952821
1055,3.437005764
1056,3.332475303
1057,3.698275164
1058,3.832309775
1059,1.919803926
1060,3.011299721
1061,3.716631532
1062,3.148401572
1063,3.326705844
1064,3.374162769
1065,2.607938973
1066,3.81390933
1067,3.49834649
1068,3.384808037
1069,4.049729012
1070,2.954053879
1071,2.548757206
1072,4.532889591
1073,4.126828848
1074,3.79157807
1075,3.109542313
1076,4.022309036
1077,3.669103906
1078,2.736423017
1079,3.478873844
1080,3.003862857
1081,2.776532192
1082,2.989857937
1083,3.156693758
1084,3.92436372
1085,3.206256986
1086,3.96216233
1087,3.195600155
1088,3.022969977
1089,3.844321497
1090,3.637441857
1091,3.17399986
1092,3.415560729
1093,2.822465551
1094,3.568490872
1095,2.751699111
1096,3.396092807
1097,2.884898324
1098,4.187131742
1099,3.469265702
1100,2.322631792
1101,3.440631709
1102,3.621228521
1103,3.868982108
1104,3.208956685
1105,3.148011958
1106,2.614258307
1107,3.539781973
1108,3.489071906
1109,4.152237297
1110,4.119568204
1111,3.675896005
1112,3.493601438
1113,3.596767375
1114,3.258055324
1115,2.92499271
1116,3.189394944
1117,2.076520834
1118,3.896248161
1119,2.96614058
1120,3.388390764
1121,3.246435205
1122,2.644946918
1123,3.870824479
1124,3.389753405
1125,2.00946001
1126,3.852063618
1127,1.900383167
1128,2.691944594
1129,3.84269662
1130,3.499442615
1131,2.179252225
1132,3.393105581
1133,1.987685397
1134,3.612168781
1135,4.256214982
1136,3.79207747
1137,3.139723084
1138,3.003305102
1139,4.267961849
1140,3.198841641
1141,3.138842256
1142,3.413752873
1143,3.31062566
1144,4.020231294
1145,3.253498067
1146,3.227779337
1147,2.834916488
1148,3.898957548
1149,3.927663298
1150,2.917353982
1151,2.937999608
1152,2.863171456
1153,3.116719628
1154,3.218499516
1155,3.951685056
1156,2.252790511
1157,2.954455877
1158,3.444446539
1159,3.593876476
1160,3.527398678
1161,3.293389289
1162,3.551516191
1163,3.574642762
1164,3.341481215
1165,3.052702305
1166,3.134186972
1167,3.262365273
1168,3.133608528
1169,4.141623611
1170,3.17307537
1171,3.187353977
1172,2.897481148
1173,3.859398531
1174,4.004815447
1175,3.503037599
1176,3.64581535
1177,2.162516617
1178,3.633850614
1179,3.793525943
1180,4.021528053
1181,3.373363891
1182,3.575369246
1183,2.259188005
1184,3.413499665
1185,2.35373082
1186,3.052967101
1187,3.423200469
1188,3.198788581
1189,3.501052553
1190,3.407558404
1191,3.402683226
1192,2.994269711
1193,3.0982828
1194,3.238638955
1195,3.558453433
1196,3.691441867
1197,2.838447999
1198,3.400524667
1199,3.092133817
1200,3.004952802
1201,3.336110968
1202,3.829566494
1203,3.755610591
1204,3.504649361
1205,1.864704571
1206,3.617687684
1207,3.451035117
1208,4.120150985
1209,3.021379339
1210,3.434033872
1211,2.969443385
1212,4.080465431
1213,4.120810452
1214,3.809120836
1215,3.365114907
1216,3.511291651
1217,3.677367195
1218,3.502531827
1219,3.325054572
1220,4.064085088
1221,3.619763344
1222,4.191790281
1223,2.895278091
1224,3.988067178
1225,3.318082641
1226,3.630092048
1227,1.502910008
1228,3.736805358
1229,3.32325189
1230,4.335252809
1231,3.986915296
1232,3.830461345
1233,3.156180081
1234,3.581511251
1235,2.869216347
1236,3.03047476
1237,3.142477212
1238,3.472771291
1239,2.720368032
1240,3.333001195
1241,3.352154342
1242,3.354399535
1243,4.229023815
1244,2.437456341
1245,3.208410091
1246,2.93966913
1247,3.916583479
1248,3.357291686
1249,3.818192705
1250,3.55429984
1251,3.190901359
1252,2.948134544
1253,3.704895979
1254,3.186789034
1255,3.961881178
1256,4.449468009
1257,3.435650094
1258,3.681264166
1259,3.944705448
1260,3.206163376
1261,3.373987025
1262,3.324753725
1263,3.330298935
1264,3.666942074
1265,2.461619475
1266,3.384113239
1267,3.186929852
1268,3.261944898
1269,3.645497104
1270,3.316666277
1271,3.833351521
1272,3.803022742
1273,2.874188823
1274,3.509695228
1275,3.885802677
1276,3.561501299
1277,4.289103851
1278,3.437680487
1279,3.472309725
1280,3.754114276
1281,2.912387437
1282,3.113421426
1283,3.708391749
1284,2.990268213
1285,2.972272546
1286,3.566745512
1287,3.138687918
1288,3.342777966
1289,2.826340627
1290,3.812874746
1291,4.236373477
1292,3.246346875
1293,2.498697877
1294,2.702357896
1295,3.770858844
1296,2.666869416
1297,3.533210091
1298,3.279244963
1299,3.3589306
1300,4.050178374
1301,2.774126147
1302,3.45318709
1303,3.557469001
1304,3.397296236
1305,3.404183527
1306,3.997696608
1307,3.390381575
1308,3.383111562
1309,3.379705151
1310,2.793700908
1311,3.375195728
1312,2.92427202
1313,3.731437437
1314,3.855471658
1315,3.440797723
1316,3.843241917
1317,3.812660513
1318,2.850715449
1319,2.769769619
1320,3.08572088
1321,4.260049736
1322,2.784519079
1323,3.054218644
1324,4.092298775
1325,3.764264213
1326,4.062029014
1327,3.437132854
1328,3.505373841
1329,3.492638441
1330,3.498117518
1331,3.133998011
1332,3.172200917
1333,2.871060454
1334,2.712097521
1335,4.058159044
1336,3.153257608
1337,3.286673327
1338,3.364492939
1339,3.389907706
1340,3.553191394
1341,3.429927362
1342,1.946553958
1343,2.91632733
1344,2.788081319
1345,3.125675347
1346,3.76918957
1347,3.452138246
1348,2.651190787
1349,3.539740996
1350,4.017199414
1351,3.940184436
1352,3.884609027
1353,3.873781717
1354,3.454334201
1355,3.88745637
1356,3.305828049
1357,4.461778301
1358,3.83280798
1359,3.563548501
1360,2.446913424
1361,3.033175723
1362,3.76605329
1363,2.836632983
1364,3.595660431
1365,2.957021784
1366,2.95437555
1367,3.659143299
1368,2.541537341
1369,2.172866192
1370,3.851200498
1371,2.654485051
1372,3.111727202
1373,3.847172623
1374,2.508008786
1375,3.403244994
1376,4.06079962
1377,3.551926146
1378,3.158495096
1379,3.332680098
1380,3.920516215
1381,3.238021402
1382,2.29222473
1383,2.553025703
1384,3.682582004
1385,3.195794266
1386,3.272000349
1387,2.762681724
1388,2.922938436
1389,4.033459327
1390,3.978181861
1391,3.647158265
1392,3.499257183
1393,2.922970237
1394,2.997106101
1395,4.162163484
1396,4.159306822
1397,3.557099925
1398,3.516169555
1399,3.473031716
1400,2.919221281
1401,3.669382034
1402,4.193586758
1403,2.920384892
1404,3.141731613
1405,3.765652375
1406,3.472775897
1407,3.453356883
1408,3.428241852
1409,4.392295114
1410,3.053755632
1411,3.239538197
1412,3.310811601
1413,3.770572904
1414,2.478618199
1415,3.360249397
1416,3.741652298
1417,2.212305686
1418,4.607969909
1419,3.208333096
1420,3.010843717
1421,3.543060252
1422,4.068456701
1423,2.326441301
1424,2.944968801
1425,3.76205799
1426,2.812045999
1427,2.737161299
1428,3.607788066
1429,2.355078968
1430,2.548420041
1431,3.051148223
1432,3.223468219
1433,3.670872772
1434,4.02273984
1435,4.145584109
1436,2.923304038
1437,3.397876925
1438,3.169265955
1439,3.953211389
1440,3.657773752
1441,4.393505921
1442,3.802282633
1443,3.907607517
1444,4.056184349
1445,3.394125523
1446,3.869108802
1447,3.122792761
1448,3.464337328
1449,2.429834871
1450,3.483760749
1451,2.757108811
1452,2.104098825
1453,3.592171903
1454,2.291571104
1455,3.156502473
1456,2.728501049
1457,3.550737142
1458,3.38144445
1459,2.518440003
1460,3.777638135
1461,3.661923729
1462,3.215605085
1463,2.393227539
1464,2.658022945
1465,3.636508252
1466,3.800716262
1467,3.770260634
1468,3.970258938
1469,2.633627333
1470,3.82881678
1471,3.4684405
1472,2.30954863
1473,3.66003736
1474,3.040788684
1475,2.723551404
1476,4.518138088
1477,3.712228457
1478,1.904676862
1479,3.452955697
1480,3.988789958
1481,3.145931105
1482,3.324509745
1483,3.98228744
1484,3.25145878
1485,3.404930292
1486,2.512748093
1487,3.636545811
1488,3.969156894
1489,2.89112605
1490,3.642850189
1491,4.023183911
1492,2.323526107
1493,3.232770971
1494,3.649936774
1495,4.425563306
1496,2.529179412
1497,2.802312945
1498,3.276787383
1499,4.437235729
1500,4.15054413
1501,3.334377211
1502,3.169280607
1503,3.601812667
1504,3.132624831
1505,3.5161385
1506,3.880710351
1507,3.648788824
1508,4.035561954
1509,3.618655848
1510,3.404478476
1511,3.127144223
1512,3.60619713
1513,4.287324263
1514,3.241140727
1515,2.937297286
1516,2.368152788
1517,2.147348976
1518,3.660157099
1519,2.176194695
1520,3.301831396
1521,3.699168439
1522,2.754931433
1523,3.675616481
1524,3.183874489
1525,2.548730933
1526,3.449423404
1527,3.015612727
1528,3.90857327
1529,3.330547463
1530,3.813378647
1531,3.439478846
1532,2.892644202
1533,3.518349596
1534,3.862994647
1535,3.940704338
1536,2.464616323
1537,3.098451836
1538,3.415777531
1539,3.017328552
1540,2.519274011
1541,1.999447584
1542,3.813053616
1543,3.407395496
1544,3.141093296
1545,2.518063416
1546,2.963047627
1547,4.032682382
1548,2.786416886
1549,3.165382511
1550,3.028969548
1551,3.566945097
1552,3.780082311
1553,3.926251763
1554,2.862170552
1555,3.373423263
1556,3.330994126
1557,3.12335567
1558,3.134763444
1559,3.525604096
1560,3.457717108
1561,3.53860675
1562,2.435599305
1563,3.811527073
1564,3.787428623
1565,3.605013584
1566,2.907232884
1567,2.833518263
1568,2.710054446
1569,1.547814087
1570,2.215344658
1571,3.88002259
1572,3.834374897
1573,2.775572971
1574,2.743353867
1575,3.810464305
1576,3.478115707
1577,3.646788453
1578,3.269465731
1579,2.975528028
1580,3.176239923
1581,3.519436611
1582,3.625808495
1583,3.353586022
1584,4.076707928
1585,3.411402639
1586,2.826105779
1587,4.480474796
1588,3.656701433
1589,3.660810211
1590,3.986908701
1591,3.520449878
1592,3.218922444
1593,3.944584872
1594,3.17183808
1595,4.042753969
1596,3.8414784
1597,3.806279121
1598,2.816288691
1599,3.624318423
1600,3.005354977
1601,3.076581476
1602,2.71833844
1603,2.613600132
1604,4.008645819
1605,2.963223033
1606,3.14843173
1607,2.903188607
1608,3.453200274
1609,3.595922419
1610,3.899109855
1611,3.468638436
1612,3.208561127
1613,2.882860241
1614,2.169921089
1615,3.86670099
1616,4.090107718
1617,2.441802292
1618,4.253178678
1619,3.866210315
1620,3.717451229
1621,2.374751263
1622,2.973537575
1623,3.722671062
1624,2.608048019
1625,4.186171132
1626,3.339539403
1627,3.867193553
1628,3.720548698
1629,3.689371727
1630,3.294934329
1631,3.696066968
1632,3.145358805
1633,3.486970845
1634,3.804944477
1635,2.542439306
1636,2.18398468
1637,3.588486444
1638,3.446723844
1639,3.478315481
1640,1.841818732
1641,3.068705839
1642,4.086122146
1643,3.316264143
1644,4.166686753
1645,3.294345817
1646,3.722678509
1647,4.094279087
1648,3.311590993
1649,2.704000201
1650,3.540245185
1651,3.036207502
1652,4.260941257
1653,2.898431954
1654,2.839897304
1655,3.427724015
1656,2.81590032
1657,2.551088144
1658,4.120977003
1659,3.740800982
1660,4.200655305
1661,3.603481958
1662,3.233452478
1663,2.798345737
1664,4.088012468
